STT,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,City
273212,01000351,7.25,8.25,,,6.83,5.0,9.0,7.75,,8.8,,01
273213,01000352,,,,,,4.25,,2.75,,1.2,,01
273214,01000353,,,,,,6.0,,5.75,,6.2,,01
273215,01000354,8.25,8.25,,,7.17,5.0,6.4,7.5,,8.0,,01
273216,01000355,7.75,8.25,,,7.83,7.5,6.6,7.5,,7.8,,01
273217,01000356,,,,,,9.75,,8.0,,8.6,,01
273218,01000357,,,,,,5.0,,5.0,,2.6,,01
273219,01000358,7.75,9.0,,,7.33,5.25,8.2,7.0,,6.0,,01
273220,01000359,,,,,,4.25,,5.75,,3.6,,01
273221,01000360,,,,,,4.0,,6.5,,5.2,,01
273222,01000361,7.75,7.75,,,7.0,5.5,6.6,8.0,,8.2,,01
273223,01000362,8.5,9.75,,,9.0,8.75,6.4,8.0,,7.0,,01
273224,01000364,,,,,,,8.0,7.75,,7.8,,01
273225,01000365,7.25,8.75,,,7.42,6.25,8.8,8.0,,8.6,,01
273226,01000366,5.0,8.0,,,6.42,6.25,6.0,8.0,,7.2,,01
273227,01000367,8.25,7.25,,,6.92,5.25,6.2,8.0,,7.0,,01
273228,01000368,7.5,7.0,,,6.5,5.0,7.8,8.5,,8.4,,01
273229,01000369,6.5,9.0,,,7.08,5.75,5.4,7.0,,6.8,,01
273230,01000370,6.75,8.25,,,6.83,5.5,7.8,8.5,,8.4,,01
273231,01000371,5.0,8.0,,,6.0,5.0,6.0,7.5,,3.8,,01
273232,01000372,7.75,8.0,,,7.92,8.0,6.0,6.75,,7.4,,01
273233,01000373,7.0,7.75,,,6.08,3.5,7.0,8.0,,7.0,,01
273234,01000374,8.5,8.75,,,7.5,5.25,7.4,8.0,,7.4,,01
273235,01000375,7.25,8.0,,,7.08,6.0,9.8,7.5,,7.8,,01
273236,01000376,8.25,8.0,,,7.5,6.25,8.2,8.25,,8.0,,01
273237,01000377,7.5,8.5,,,7.0,5.0,7.8,7.5,,7.8,,01
273238,01000378,7.0,7.25,,,7.33,7.75,7.4,7.5,,7.8,,01
273239,01000379,7.75,8.25,,,7.33,6.0,7.4,7.75,,7.8,,01
273240,01000380,8.25,8.5,,,8.5,8.75,7.4,7.5,,7.0,,01
273241,01000381,6.0,9.25,,,7.08,6.0,6.6,8.0,,8.6,,01
273242,01000382,7.0,8.25,,,7.08,6.0,7.8,6.5,,7.6,,01
273243,01000383,7.75,7.5,,,7.92,8.5,6.2,7.75,,7.0,,01
273244,01000384,6.75,,,,,4.75,,3.25,,2.4,,01
273245,01000385,6.0,,,,,4.25,,5.5,,5.6,,01
273246,01000386,,,,,,4.75,,6.25,,3.6,,01
273247,01000387,,,,,,,2.0,,,3.2,3.25,01
273248,01000388,,,,,,4.75,,4.25,,3.8,,01
273249,01000389,7.0,,,,,4.75,,5.75,,4.4,,01
273250,01000390,,,,,,,5.4,,,4.4,3.50,01
273251,01000391,,,,,,8.75,,6.0,,8.0,,01
273252,01000392,,,,,,,9.4,7.75,,7.8,,01
273253,01000393,,,,,,7.0,,6.5,,4.0,,01
273254,01000394,,,,,,7.5,,6.0,,7.2,,01
273255,01000395,,,,,,7.5,,6.75,,8.4,,01
273256,01000396,,,,,,9.75,,7.75,,7.6,,01
273257,01000397,,,,,,5.75,,5.5,,2.8,,01
273258,01000398,5.25,,,,,3.0,,2.75,,2.0,,01
273259,01000399,,,,,,6.75,,4.5,,3.6,,01
273260,01000400,,,,,,,7.2,8.0,,8.6,,01
273261,01000401,,,,,,4.0,,7.0,,5.4,,01
273262,01000402,,,,,,,6.6,8.25,,5.6,,01
273263,01000403,,,,,,7.75,,4.0,,6.8,,01
273264,01000404,,,,,,,7.6,,,9.2,8.75,01
273265,01000405,,,,,,7.25,,6.75,,6.4,,01
273266,01000406,,,,,,,3.6,7.5,,6.8,,01
273267,01000407,,,,,,9.0,,8.5,,8.6,,01
273268,01000410,,,,,,8.5,,8.5,,7.8,,01
273269,01000411,,,,,,,4.4,,,4.2,3.00,01
273270,01000412,,,,,,9.0,,6.5,,8.4,,01
273271,01000413,,,,,,9.25,,7.25,,9.0,,01
273272,01000414,7.75,,,,,5.25,,4.5,,2.6,,01
273273,01000415,6.75,,,,,3.75,,5.5,,5.8,,01
273274,01000416,,,,,,4.25,,5.5,,3.2,,01
273275,01000417,,,,,,6.5,,6.75,,6.8,,01
273276,01000418,,,,,,3.75,,6.5,,5.2,,01
273277,01000419,6.0,,,,,3.0,,6.75,,4.6,,01
273278,01000420,6.5,,,,,3.75,,4.5,,4.0,,01
273279,01000421,,,,,,4.75,,6.0,,2.8,,01
273280,01000422,5.5,,,,,3.25,,5.25,,2.8,,01
273281,01000423,,,,,,,5.4,,,5.0,5.25,01
273282,01000424,,,,,,9.5,,8.75,,8.8,,01
273283,01000425,,,,,,10.0,,8.0,,7.8,,01
273284,01000426,,,,,,8.0,,6.75,,6.6,,01
273285,01000427,6.25,,,,,3.75,,6.5,,3.2,,01
273286,01000428,,,,,,,2.6,,,2.0,2.25,01
273287,01000429,,,,,,4.75,,4.75,,3.4,,01
273288,01000430,,,,,,5.5,,6.75,,6.8,,01
273289,01000431,,,,,,6.25,,7.0,,8.0,,01
273290,01000432,,,,,,7.0,,5.0,,8.0,,01
273291,01000433,6.0,,,,,4.0,,4.0,,3.2,,01
273292,01000434,,,,,,8.0,,6.5,,5.2,,01
273293,01000435,,,,,,8.0,,7.75,,7.8,,01
273294,01000436,,,,,,5.25,,3.25,,3.0,,01
273295,01000437,,,,,,3.0,,4.5,,3.0,,01
273296,01000438,,,,,,,8.2,7.5,,7.8,,01
273297,01000439,,,,,,,3.6,,,4.2,3.00,01
273298,01000440,,,,,,7.5,,7.0,,4.2,,01
273299,01000441,,,,,,8.0,,7.75,,7.8,,01
273300,01000442,,,,,,5.5,,3.5,,1.2,,01
273301,01000443,6.25,,,,,4.0,,4.75,,4.4,,01
273302,01000444,,,,,,8.5,,7.75,,8.6,,01
273303,01000445,,,,,,,8.4,6.0,,8.0,,01
273304,01000446,,,,,,3.5,,6.75,,3.0,,01
273305,01000447,8.5,,,,,8.75,,7.0,,7.4,,01
273306,01000448,,,,,,4.25,,3.5,,2.8,,01
273307,01000449,5.0,,,,,3.75,,5.25,,5.8,,01
273308,01000450,,,,,,,8.4,,,8.4,6.25,01
273309,01000451,,,,,,5.75,,5.0,,3.4,,01
273310,01000452,,,,,,4.25,,6.0,,7.4,,01
273311,01000453,5.5,,,,,2.75,,6.0,,3.2,,01
273312,01000454,,,,,,8.5,,7.25,,7.8,,01
273313,01000455,6.75,,,,,5.0,,6.0,,3.0,,01
273314,01000456,,,,,,5.25,,2.75,,2.6,,01
273315,01000457,,,,,,3.0,,2.5,,2.8,,01
273316,01000458,,,,,,8.0,,7.0,,5.0,,01
273317,01000459,,,,,,,6.2,,,8.8,8.25,01
273318,01000460,,,,,,8.0,,6.75,,4.8,,01
273319,01000461,,,,,,7.0,,6.5,,4.4,,01
273320,01000462,,,,,,6.0,,3.75,,5.0,,01
273321,01000463,7.75,8.0,,,7.25,6.0,8.6,8.0,,5.6,,01
273322,01000464,,,,,,4.75,,6.0,,4.0,,01
273323,01000465,,,,,,5.5,,4.25,,1.8,,01
273324,01000466,6.5,,,,,5.0,,6.5,,5.0,,01
273325,01000468,,,,,,5.5,,6.0,,5.2,,01
273326,01000469,,,,,,8.75,,7.0,,8.4,,01
273327,01000470,5.75,,,,,3.75,,3.5,,3.6,,01
273328,01000471,,,,,,3.5,,6.25,,3.6,,01
273329,01000472,,,,,,,8.2,,,8.8,6.50,01
273330,01000473,,,,,,9.5,,7.0,,7.0,,01
273331,01000474,5.5,,,,,4.5,,4.0,,1.8,,01
273332,01000475,,,,,,,8.0,8.5,,9.0,,01
273333,01000476,,,,,,6.25,,6.25,,3.0,,01
273334,01000477,,,,,,4.75,,4.0,,4.4,,01
273335,01000478,,,,,,4.5,,7.0,,2.4,,01
273336,01000479,,,,,,9.25,,8.0,,7.0,,01
273337,01000480,6.0,,,,,4.0,,4.5,,2.4,,01
273338,01000481,,,,,,9.0,,5.75,,7.0,,01
273339,01000482,,,,,,6.25,,6.25,,3.6,,01
273340,01000483,,,,,,3.75,,0.0,,4.2,,01
273341,01000484,,,,,,9.0,,7.0,,7.4,,01
273342,01000485,6.75,,,,,5.25,,6.5,,5.2,,01
273343,01000486,,,,,,4.5,,2.5,,5.2,,01
273344,01000487,,,,,,8.25,,7.75,,6.8,,01
273345,01000488,,,,,,3.25,,5.0,,2.4,,01
273346,01000489,4.75,,,,,2.5,,6.25,,4.4,,01
273347,01000490,,,,,,7.0,,6.0,,4.6,,01
273348,01000491,,,,,,8.0,,6.0,,7.0,,01
273349,01000492,,,,,,6.0,,6.25,,6.0,,01
273350,01000493,,,,,,3.5,,3.0,,2.8,,01
273351,01000494,,,,,,4.25,,6.25,,2.6,,01
273352,01000495,,,,,,,1.8,,,2.2,1.75,01
273353,01000496,,,,,,6.75,,6.0,,3.8,,01
273354,01000497,6.5,,,,,4.0,,5.0,,4.8,,01
273355,01000498,6.5,,,,,7.75,,5.75,,8.4,,01
273356,01000499,,,,,,,2.4,,,3.0,3.00,01
273357,01000500,5.5,,,,,3.75,,5.0,,3.6,,01
273358,01000501,,,,,,4.25,,3.25,,4.2,,01
273359,01000502,,,,,,4.75,,5.25,,8.2,,01
273360,01000503,6.0,,,,,6.0,,3.25,,3.2,,01
273361,01000504,,,,,,2.25,,4.0,,3.6,,01
273362,01000505,,,,,,,3.0,,,2.6,1.50,01
273363,01000506,,,,,,8.75,,7.0,,8.0,,01
273364,01000507,7.0,,,,,6.75,,6.25,,4.6,,01
273365,01000508,,,,,,4.0,,6.5,,5.4,,01
273366,01000509,,,,,,7.0,,7.0,,6.2,,01
273367,01000510,,,,,,9.25,,8.0,,7.6,,01
273368,01000511,,,,,,,3.2,7.0,,4.8,,01
273369,01000512,,,,,,5.5,,6.5,,5.6,,01
273370,01000513,,,,,,3.25,,6.0,,3.0,,01
273371,01000514,,,,,,9.25,,7.5,,7.6,,01
273372,01000515,,,,,,8.25,,6.25,,6.8,,01
273373,01000516,5.75,,,,,4.5,,4.75,,3.8,,01
273374,01000517,5.75,,,,,5.5,,4.5,,4.0,,01
273375,01000518,,,,,,8.0,,6.75,,8.0,,01
273376,01000519,,,,,,9.25,,7.5,,7.6,,01
273377,01000520,,,,,,2.75,,5.75,,5.8,,01
273378,01000521,,,,,,8.0,,7.5,,8.0,,01
273379,01000522,4.0,,,,,3.5,,5.75,,2.4,,01
273380,01000523,,,,,,9.5,,8.0,,3.2,,01
273381,01000524,0.0,,,,,3.0,,1.25,,3.2,,01
273382,01000525,6.0,,,,,4.0,,6.25,,4.8,,01
273383,01000526,,,,,,5.5,,5.0,,2.8,,01
273384,01000527,,,,,,9.75,,8.5,,9.0,,01
273385,01000528,6.25,,,,,3.5,,6.25,,2.2,,01
273386,01000530,,,,,,4.25,,5.5,,3.2,,01
273387,01000531,,,,,,4.25,,6.5,,6.6,,01
273388,01000532,,,,,,9.0,,7.25,,6.6,,01
273389,01000533,6.75,,,,,5.25,,4.5,,4.0,,01
273390,01000534,,,,,,,4.6,6.75,,3.8,,01
273391,01000535,,,,,,,2.6,,,2.8,2.00,01
273392,01000537,,,,,,4.25,,6.0,,2.0,,01
273393,01000538,,,,,,,6.8,9.0,,9.0,,01
273394,01000539,,,,,,,9.0,8.75,,9.2,,01
273395,01000540,6.5,,,,,4.25,3.0,7.0,,4.8,,01
273396,01000541,,,,,,,2.0,,,4.4,2.50,01
273397,01000542,,,,,,,3.2,,,3.4,3.00,01
273398,01000543,,,,,,3.75,,2.25,,4.6,,01
273399,01000544,,,,,,9.0,,8.0,,6.2,,01
273400,01000545,,,,,,5.0,,5.75,,3.4,,01
273401,01000546,,,,,,4.0,,6.0,,3.2,,01
273402,01000547,,,,,,9.0,,5.25,,7.6,,01
273403,01000548,,,,,,6.0,,5.25,,6.4,,01
273404,01000549,,,,,,6.75,,7.0,,4.2,,01
273405,01000550,,,,,,6.0,,3.5,,3.2,,01
273406,01000551,,,,,,4.0,,5.5,,2.4,,01
273407,01000552,,,8.5,,,,5.6,,,9.0,6.75,01
273408,01000553,,,,,,5.75,,4.0,,3.0,,01
273409,01000554,8.0,9.5,,,8.75,8.75,9.0,8.75,,8.4,,01
273410,01000555,7.0,9.0,,,7.42,6.25,8.4,7.25,,7.4,,01
273411,01000556,9.25,9.25,,,9.08,8.75,8.0,8.0,,8.2,,01
273412,01000557,8.25,9.25,,,8.67,8.5,9.0,8.25,,9.2,,01
273413,01000558,8.25,9.0,,,7.92,6.5,8.6,7.75,,7.4,,01
273414,01000559,8.75,8.75,,,8.67,8.5,9.0,7.75,,9.0,,01
273415,01000560,7.5,9.0,,,7.75,6.75,9.2,7.5,,8.6,,01
273416,01000561,7.0,8.5,,,7.08,5.75,6.6,8.25,,8.4,,01
273417,01000562,6.75,8.5,,,7.25,6.5,5.4,6.5,,6.2,,01
273418,01000563,7.25,8.5,,,7.0,5.25,7.4,7.75,,8.4,,01
273419,01000564,8.25,9.75,,,7.83,5.5,8.2,8.0,,7.4,,01
273420,01000565,7.5,8.5,,,7.5,6.5,9.6,7.25,,8.6,,01
273421,01000566,6.25,8.75,,,6.83,5.5,4.8,7.0,,8.6,,01
273422,01000567,6.25,5.0,,,4.67,2.75,3.8,7.0,,3.2,,01
273423,01000568,7.25,8.25,,,6.67,4.5,5.8,6.75,,8.6,,01
273424,01000569,7.5,8.0,,,7.08,5.75,7.6,8.75,,8.2,,01
273425,01000570,7.0,8.75,,,6.5,3.75,7.4,7.5,,8.2,,01
273426,01000571,7.0,7.75,,,6.58,5.0,8.8,8.0,,8.0,,01
273427,01000572,7.75,9.5,,,7.5,5.25,6.6,8.5,,8.6,,01
273428,01000573,7.25,9.0,,,7.08,5.0,7.2,8.25,,8.2,,01
273429,01000574,7.0,9.25,,,7.75,7.0,6.4,6.5,,7.0,,01
273430,01000575,7.5,8.75,,,7.33,5.75,9.0,8.5,,8.0,,01
273431,01000576,7.75,8.25,,,6.75,4.25,8.4,8.0,,8.0,,01
273432,01000577,8.25,,,,,9.25,,6.25,,,,01
273433,01000578,,,8.75,,,,,,9.25,8.4,,01
273434,01000579,,,8.25,,,,,,,7.4,5.00,01
273435,01000580,,,3.25,5.17,,,7.4,6.25,4.75,6.8,7.50,01
273436,01000581,,,3.25,4.92,,,6.0,6.0,4.25,8.0,7.25,01
273437,01000582,,,9.0,7.33,,,5.2,6.25,4.25,9.0,8.75,01
273438,01000583,6.25,6.25,,,5.67,4.5,9.4,7.25,,8.2,,01
273439,01000584,,,6.25,6.42,,,6.4,7.0,6.75,8.0,6.25,01
273440,01000585,,,8.0,6.25,,,5.6,6.5,3.25,7.4,7.50,01
273441,01000586,,,5.75,5.5,,,7.8,8.75,4.75,8.4,6.00,01
273442,01000587,,,7.5,6.25,,,6.4,7.0,5.75,8.0,5.50,01
273443,01000588,,,5.5,6.17,,,8.4,7.75,5.0,8.6,8.00,01
273444,01000589,,,6.0,6.42,,,8.0,6.75,5.5,9.0,7.75,01
273445,01000590,,,4.75,4.5,,,7.8,7.25,4.75,8.2,4.00,01
273446,01000591,,,4.5,5.92,,,8.0,6.5,5.0,9.0,8.25,01
273447,01000592,,,7.25,7.08,,,6.6,7.0,5.25,9.4,8.75,01
273448,01000593,,,8.0,6.92,,,8.0,6.75,7.5,7.8,5.25,01
273449,01000594,,,3.75,5.58,,,7.2,7.25,6.0,8.2,7.00,01
273450,01000595,,,7.0,6.92,,,7.6,6.25,5.75,7.8,8.00,01
273451,01000596,,,2.75,5.5,,,8.6,5.5,4.75,8.4,9.00,01
273452,01000597,,,7.0,7.42,,,9.0,7.0,6.75,9.2,8.50,01
273453,01000598,,,8.25,7.83,,,,6.0,7.75,8.8,7.50,01
273454,01000599,,,4.0,3.92,,,7.4,5.5,2.0,7.8,5.75,01
273455,01000600,,,7.25,6.67,,,5.8,6.25,7.0,8.4,5.75,01
273456,01000601,,,8.0,6.75,,,6.8,6.5,7.0,8.2,5.25,01
273457,01000602,,,6.0,6.0,,,8.8,6.0,5.25,7.4,6.75,01
273458,01000603,,,6.5,6.75,,,8.2,6.5,5.5,8.6,8.25,01
273459,01000604,,,8.25,7.0,,,5.4,6.0,5.5,7.2,7.25,01
273460,01000605,,,8.25,6.75,,,4.8,5.5,4.75,9.2,7.25,01
273461,01000606,,,8.75,8.33,,,8.0,6.5,7.5,9.6,8.75,01
273462,01000607,,,2.75,3.92,,,6.2,6.5,4.0,8.2,5.00,01
273463,01000608,,,2.5,4.33,,,6.8,6.75,4.75,7.4,5.75,01
273464,01000609,,,8.25,6.67,,,4.4,6.0,4.75,8.4,7.00,01
273465,01000610,,,4.25,6.0,,,9.4,6.25,5.25,8.6,8.50,01
273466,01000611,,,8.75,7.08,,,5.4,7.0,5.25,8.2,7.25,01
273467,01000612,,,5.75,6.5,,,8.4,7.0,6.25,9.2,7.50,01
273468,01000613,,,5.25,4.92,,,7.2,7.5,3.0,8.2,6.50,01
273469,01000614,,,6.75,6.67,,,9.0,6.0,4.75,9.8,8.50,01
273470,01000615,,,7.25,7.5,,,7.8,8.5,8.5,8.2,6.75,01
273471,01000616,7.75,9.75,,,7.92,6.25,8.0,7.25,,9.0,,01
273472,01000617,5.75,8.0,,,6.42,5.5,8.6,8.5,,8.0,,01
273473,01000618,,,4.0,4.75,,,3.8,6.25,4.5,7.8,5.75,01
273474,01000619,8.0,8.75,,,8.17,7.75,9.2,7.5,,8.2,,01
273475,01000620,6.75,7.5,,,6.33,4.75,6.2,7.0,,7.0,,01
273476,01000621,,,8.25,6.25,,,5.6,6.75,6.5,8.8,4.00,01
273477,01000622,7.75,8.75,,,7.42,5.75,9.0,8.0,,9.0,,01
273478,01000623,7.75,8.25,,,7.17,5.5,3.8,7.5,,4.4,,01
273479,01000624,9.25,10.0,,,9.33,8.75,9.6,9.0,,9.4,,01
273480,01000625,7.75,8.25,,,7.42,6.25,9.4,8.75,,8.2,,01
273481,01000626,6.25,7.5,,,6.0,4.25,5.4,8.25,,7.2,,01
273482,01000627,7.25,7.75,,,6.75,5.25,8.0,8.5,,8.0,,01
273483,01000628,,,5.75,7.08,,,8.4,7.5,6.75,9.2,8.75,01
273484,01000629,4.75,6.25,,,5.0,4.0,2.2,6.75,,4.8,,01
273485,01000630,7.0,8.5,,,7.58,7.25,5.0,7.5,,8.6,,01
273486,01000631,7.0,9.5,,,7.42,5.75,5.0,7.75,,5.4,,01
273487,01000632,7.5,9.0,,,7.0,4.5,7.2,8.0,,8.0,,01
273488,01000633,6.75,7.5,,,6.17,4.25,7.2,8.0,,7.4,,01
273489,01000634,5.75,7.25,,,5.33,3.0,2.8,7.75,,5.2,,01
273490,01000635,,,7.0,6.75,,,9.4,7.75,6.75,7.6,6.50,01
273491,01000636,8.25,8.0,,,7.33,5.75,6.2,8.5,,3.2,,01
273492,01000637,8.25,8.75,,,7.58,5.75,7.2,8.5,,6.8,,01
273493,01000638,8.0,10.0,,,8.75,8.25,1.8,7.5,,7.2,,01
273494,01000639,,,8.25,7.33,,,5.0,7.25,5.75,8.0,8.00,01
273495,01000640,8.0,9.0,,,7.75,6.25,9.2,7.5,,8.6,,01
273496,01000641,8.25,9.0,,,8.67,8.75,9.8,8.25,,8.4,,01
273497,01000642,5.75,8.25,,,6.08,4.25,8.4,8.5,,8.0,,01
273498,01000643,6.0,8.25,,,6.58,5.5,8.2,7.75,,8.6,,01
273499,01000644,7.75,9.25,,,7.67,6.0,4.6,6.75,,6.0,,01
273500,01000645,5.0,6.25,,,5.58,5.5,3.4,4.25,,5.2,,01
273501,01000646,,,5.75,5.08,,,2.4,6.25,4.25,6.6,5.25,01
273502,01000647,,,8.5,,,,,,,8.8,7.25,01
273503,01000648,,,3.25,4.92,,,7.8,5.75,4.0,8.8,7.50,01
273504,01000649,,,4.0,5.92,,,8.4,6.0,4.75,8.6,9.00,01
273505,01000650,,,3.5,,,,,,,2.2,3.50,01
273506,01000651,7.0,7.25,,,7.0,6.75,7.8,8.0,,8.2,,01
273507,01000652,,,8.0,7.17,,,7.2,7.0,5.25,8.8,8.25,01
273508,01000653,,,5.75,4.5,,,4.2,6.0,4.25,7.8,3.50,01
273509,01000654,8.0,8.5,,,6.92,4.25,6.6,6.0,,8.2,,01
273510,01000655,8.75,7.5,,,7.0,4.75,4.8,8.0,,7.0,,01
273511,01000656,7.5,7.5,,,6.33,4.0,2.0,6.25,,4.4,,01
273512,01000657,,,5.75,5.33,,,4.2,5.75,4.25,7.2,6.00,01
273513,01000658,,,7.25,,,,,,,7.6,8.25,01
273514,01000659,7.5,8.5,,,6.58,3.75,6.6,7.5,,8.0,,01
273515,01000660,,,7.75,6.42,,,5.2,7.25,3.75,8.8,7.75,01
273516,01000661,7.5,9.0,,,8.17,8.0,8.2,7.25,,7.0,,01
273517,01000662,,,8.25,7.08,,,6.4,7.5,4.5,9.2,8.50,01
273518,01000663,,,5.25,6.17,,,8.8,6.75,5.5,8.2,7.75,01
273519,01000664,,,8.5,7.5,,,5.4,5.75,5.5,9.4,8.50,01
273520,01000665,7.25,9.0,,,7.58,6.5,9.2,6.75,,8.2,,01
273521,01000666,6.0,7.75,,,6.33,5.25,7.8,7.5,,6.6,,01
273522,01000667,8.0,7.75,,,8.42,9.5,5.4,9.0,,8.2,,01
273523,01000668,7.25,9.0,,,7.83,7.25,7.8,8.75,,8.4,,01
273524,01000669,7.25,8.75,,,7.08,5.25,6.4,8.25,,8.0,,01
273525,01000670,,,6.5,5.5,,,6.0,5.0,3.0,8.2,7.00,01
273526,01000671,8.25,8.5,,,8.58,9.0,4.8,8.25,,7.0,,01
273527,01000672,,,8.75,7.42,,,6.6,7.75,5.0,8.6,8.50,01
273528,01000673,3.75,6.25,,,4.75,4.25,4.4,5.75,,5.8,,01
273529,01000674,8.0,9.25,,,8.17,7.25,8.0,8.5,,9.2,,01
273530,01000675,5.5,7.0,,,5.25,3.25,1.4,6.0,,4.2,,01
273531,01000676,,,5.25,5.67,,,5.8,7.0,4.25,8.8,7.50,01
273532,01000677,5.75,5.75,,,5.08,3.75,5.4,7.75,,4.6,,01
273533,01000678,5.75,7.5,,,6.17,5.25,6.2,7.75,,8.0,,01
273534,01000679,,,9.25,7.75,,,6.6,5.75,5.5,9.2,8.50,01
273535,01000680,,,5.75,4.17,,,3.2,5.25,4.5,6.0,2.25,01
273536,01000681,,,6.25,6.75,,,8.6,4.25,6.0,8.0,8.00,01
273537,01000682,8.0,9.5,,,7.92,6.25,7.2,8.0,,8.6,,01
273538,01000683,,,4.5,5.42,,,7.0,7.0,4.0,8.8,7.75,01
273539,01000684,5.25,5.75,,,4.17,1.5,3.0,6.5,,6.6,,01
273540,01000685,,,8.5,6.5,,,3.2,5.0,3.75,8.2,7.25,01
273541,01000686,,,8.25,6.67,,,7.0,5.25,3.75,8.6,8.00,01
273542,01000687,,,6.5,6.0,,,4.4,5.75,6.75,8.0,4.75,01
273543,01000688,,,7.25,7.5,,,9.4,5.5,7.25,8.0,8.00,01
273544,01000689,7.25,9.0,,,7.83,7.25,7.4,7.0,,8.8,,01
273545,01000690,7.25,8.25,,,6.42,3.75,9.4,8.25,,8.0,,01
273546,01000691,,,4.5,4.83,,,6.8,8.25,3.0,9.0,7.00,01
273547,01000692,8.0,8.25,,,7.58,6.5,6.8,7.0,,8.8,,01
273548,01000693,,,8.75,7.67,,,8.0,8.0,5.75,9.2,8.50,01
273549,01000694,5.75,6.5,,,5.08,3.0,5.4,7.5,,7.0,,01
273550,01000696,7.75,8.25,,,7.67,7.0,3.2,6.5,,5.6,,01
273551,01000697,,,4.5,5.33,,,7.6,6.25,3.75,8.2,7.75,01
273552,01000698,6.75,7.5,,,6.25,4.5,5.2,7.25,,3.4,,01
273553,01000699,5.0,8.5,,,6.42,5.75,1.8,7.0,,4.8,,01
273554,01000700,8.0,8.0,,,7.58,6.75,9.0,8.25,,7.0,,01
273555,01000701,,,7.25,7.42,,,3.0,5.25,6.5,8.6,8.50,01
273556,01000702,,,8.0,6.92,,,8.2,6.75,5.25,8.8,7.50,01
273557,01000703,,,6.75,6.25,,,8.4,6.5,6.25,7.4,5.75,01
273558,01000704,,,2.5,4.42,,,7.8,6.0,3.75,8.4,7.00,01
273559,01000705,5.5,7.75,,,5.5,3.25,6.6,7.5,,8.2,,01
273560,01000706,6.5,7.75,,,6.42,5.0,4.0,8.5,,7.8,,01
273561,01000707,6.0,7.5,,,6.33,5.5,1.8,5.0,,2.6,,01
273562,01000708,,,3.5,5.58,,,9.0,6.25,4.5,9.0,8.75,01
273563,01000709,6.0,7.75,,,6.75,6.5,7.2,7.5,,8.4,,01
273564,01000710,7.25,7.75,,,7.08,6.25,3.2,5.5,,6.2,,01
273565,01000711,8.0,8.0,,,6.83,4.5,6.6,8.25,,7.8,,01
273566,01000712,,,6.5,6.08,,,7.4,7.0,4.5,7.6,7.25,01
273567,01000713,5.75,9.0,,,6.58,5.0,3.8,6.0,,4.6,,01
273568,01000714,,,4.5,6.08,,,7.4,7.5,6.75,9.0,7.00,01
273569,01000715,,,5.25,5.83,,,8.6,6.25,4.75,9.2,7.50,01
273570,01000716,,,8.0,6.92,,,5.8,7.0,4.5,9.0,8.25,01
273571,01000717,8.25,8.0,,,7.0,4.75,7.8,8.25,,8.8,,01
273572,01000718,8.25,8.5,,,7.75,6.5,6.8,7.0,,6.0,,01
273573,01000719,8.25,8.5,,,7.33,5.25,7.0,8.25,,8.2,,01
273574,01000720,,,8.0,5.83,,,6.6,6.25,4.0,7.6,5.50,01
273575,01000721,6.0,7.0,,,5.67,4.0,3.0,8.0,,6.4,,01
273576,01000722,,,7.0,6.5,,,7.0,6.75,6.25,8.4,6.25,01
273577,01000723,4.5,6.0,,,4.83,4.0,3.8,6.25,,5.2,,01
273578,01000724,7.0,8.5,,,6.42,3.75,6.0,7.25,,7.6,,01
273579,01000725,,,5.75,5.17,,,8.8,7.25,5.0,8.8,4.75,01
273580,01000726,7.25,8.25,,,7.42,6.75,6.6,5.75,,7.6,,01
273581,01000727,6.5,8.0,,,6.42,4.75,8.8,8.5,,9.0,,01
273582,01000728,6.5,8.75,,,7.25,6.5,8.8,8.25,,8.0,,01
273583,01000729,,,6.5,7.33,,,6.6,7.75,7.25,8.6,8.25,01
273584,01000730,5.5,7.25,,,5.83,4.75,7.6,7.5,,8.6,,01
273585,01000731,7.0,7.75,,,7.08,6.5,6.8,8.0,,8.0,,01
273586,01000732,7.25,8.0,,,6.92,5.5,5.2,8.25,,7.8,,01
273587,01000733,7.25,7.75,,,7.25,6.75,8.6,8.75,,9.2,,01
273588,01000734,,,8.0,6.25,,,6.4,7.75,4.25,8.8,6.50,01
273589,01000735,7.0,8.5,,,7.33,6.5,10.0,8.0,,8.2,,01
273590,01000736,,,4.75,5.42,,,7.2,4.5,4.0,8.4,7.50,01
273591,01000737,,,8.25,8.08,,,7.2,7.75,8.0,9.0,8.00,01
273592,01000738,,,9.0,7.25,,,7.0,6.75,8.25,7.6,4.50,01
273593,01000739,5.5,7.75,,,5.83,4.25,4.8,6.5,,7.4,,01
273594,01000740,7.75,7.75,,,7.08,5.75,6.6,8.0,,8.6,,01
273595,01000741,,,8.75,8.25,,,8.6,7.25,7.0,10.0,9.00,01
273596,01000742,8.25,8.25,,,7.92,7.25,7.8,7.5,,7.6,,01
273597,01000743,8.25,9.5,,,8.25,7.0,7.0,7.75,,5.2,,01
273598,01000744,,,4.25,5.5,,,5.8,6.5,4.5,9.0,7.75,01
273599,01000745,,,6.5,7.92,,,8.0,6.25,8.25,9.0,9.00,01
